"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Factor Modeling and Simulation of Firefighting Aircraft in Wildfire Flight Environment","H. Wang; J. Chen; C. Zhang","Labs of Avionics, School of Aerospace Engineering, Tsinghua University, Beijing, China; Labs of Avionics, School of Aerospace Engineering, Tsinghua University, Beijing, China; Labs of Avionics, School of Aerospace Engineering, Tsinghua University, Beijing, China",2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),"2 Dec 2025","2025","","","1","8","Wildfires are complex events that arise from the interaction between the atmosphere and vegetation, with changing wind patterns posing significant challenges for aerial firefighting aircraft (FFA). This study presents a novel framework that integrates wildfire dynamics with flight simulation systems to examine aerodynamic characteristics under fire-induced turbulence. A multi-factor wildfire model was developed using FDS/PyroSim software, incorporating diverse geospatial and meteorological data, including satellite imagery, digital elevation maps, landuse classifications, and profiles of wind speed and direction. The methodology provides a means of modeling and simulating fireinduced wind fields on a large scale for a specific location and time, providing wind field simulation data for flight simulation device (FSD). The simulated fire-induced wind turbulence was dynamically integrated into a Level-D FSD, a real-time simulation platform, to assess the aerodynamic response of a typical fixedwing FFA during aerial rescue operations. The results indicate that additional pilot control inputs are necessary to maintain pitch stabilization in turbulent conditions. Future work will leverage the integrated FSD-based simulation system to enable scenario-based crew training for fire suppression tactics and to facilitate airborne system verification through pilot-in-loop testing.","2155-7209","979-8-3315-2519-4","10.1109/DASC66011.2025.11257312","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257312","wildfire-flight dynamics;fire-induced turbulence;aerial firefighting simulation;flight simulation device;crew training","Training;Wildfires;System verification;Atmospheric modeling;Wind speed;Aerospace simulation;Aerodynamics;Data models;Aircraft;Testing","","","","25","IEEE","2 Dec 2025","14-18 Sept. 2025","14-18 Sept. 2025","IEEE","IEEE Conferences"
"Using a CFD Simulation in Designing a Smoke Management System in a Building","G. Hadjisophocleous; Y. J. Ko","Department of Civil and Environmental Engineering, Carleton University, Ottawa, ONT, Canada; Department of Civil and Environmental Engineering, Carleton University, Ottawa, ONT, Canada",Proceedings of the 2006 Winter Simulation Conference,"5 Mar 2007","2006","","","2071","2076","This paper presents a study on the effectiveness of a smoke exhaust system in a complex building using the computational fluid dynamics (CFD) models. The CFD model FDS (fire dynamics simulator) was used for this study. To simulate fires in the building a design fire was selected to represent the fire loads expected in the lobby area. Smoke movement from the origin of fire in the lobby and smoke contamination in the interconnected corridors are simulated in order to design the exhaust system to be capable of maintaining tenable conditions in the corridor used for evacuation. The results of these simulations are presented and discussed","1558-4305","1-4244-0500-9","10.1109/WSC.2006.322995","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4117853","","Computational fluid dynamics;Buildings;Fires;Exhaust systems;Computational modeling;Equations;Fluid dynamics;Predictive models;Gases;NIST","","6","1","4","IEEE","5 Mar 2007","3-6 Dec. 2006","3-6 Dec. 2006","IEEE","IEEE Conferences"
"A Decision-Making Method for Fire Detection Data Fusion Based on Bayesian Approach","N. Cheng; Q. Wu","School of Safety Engineering Shenyang Aerospace University Shenyang, China; School of Safety Engineering Shenyang Aerospace University Shenyang, China",2013 Fourth International Conference on Digital Manufacturing & Automation,"16 Sep 2013","2013","","","21","23","This paper introduces a method for fire alarm information fusion in feature level by means of Dynamic Bayesian Network (DBN), the method is effective to reduce the interference of environmental factors and to improve the accuracy of fire detection. With CO content, environment temperature and smoke concentration as input fire characteristic information of DBN, the DBN output for the probability of the naked flame, smoldering fire and no fire. A variety of fire scenarios were built for the training and validation of DBN by using the Fire Dynamics Simulator (FDS), the curve of the CO content, temperature and smoke concentration were fitted. The results show that the method can better identify fire characteristics between naked flame and smoldering fire.","","978-0-7695-5016-9","10.1109/ICDMA.2013.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6597924","fire detection;information fusion;Dynamic Bayesian Network","Manufacturing;Automation","","5","","5","IEEE","16 Sep 2013","29-30 June 2013","29-30 June 2013","IEEE","IEEE Conferences"
"Radiowave Propagation Modelling of Dual Wildfire Front Spreading over Hilly Terrain at 700 MHz","S. Faria; M. Vala; P. Coimbra; N. Leonor; J. Felício; C. A. Fernandes; C. Salema; R. F. S. Caldeirinha","Instituto de Telecomunicações, Instituto Politécnico de Leiria, Leiria, Portugal; Instituto de Telecomunicações, Instituto Superior Técnico, Leiria, Portugal; Instituto de Telecomunicações, Instituto Superior Técnico, Leiria, Portugal; Instituto de Telecomunicações, Instituto Politécnico de Leiria, Leiria, Portugal; Instituto de Telecomunicações, Instituto Superior Técnico, Leiria, Portugal; Instituto de Telecomunicações, Instituto Superior Técnico, Leiria, Portugal; Instituto de Telecomunicações, Instituto Superior Técnico, Leiria, Portugal; Instituto de Telecomunicações, Instituto Politécnico de Leiria, Leiria, Portugal",2021 Telecoms Conference (ConfTELE),"26 May 2021","2021","","","1","6","In this paper, a study of a fire front spreading over flat and sloped terrains and how these fire fronts may have impact on radiowave communications are presented. The phenomenon is modelled using Fire Dynamics Simulator (FDS) and the Cold Plasma Model (CPM), using pine needles as fuel heap. Fire parameters such as Heat Release Rate (HRR), Mass Loss Rate (MLR) and fuel consumption are presented and analysed. Attenuation effects at 700 MHz are calculated considering the Full-Stack Model (FSM) and Transmission Line Model (TLM). Simulation results clearly demonstrate that the slope of the terrain profile in the presence of a dual fire front spreading up the hill has significant impact on the additional excess loss of around 2.5 dB, yielding an overall excess loss of 3.5 dB for such a small-scale fire simulation.","","978-1-6654-1588-0","10.1109/ConfTELE50222.2021.9435561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9435561","electromagnetic waves;propagation;wildfires","Heating systems;Power transmission lines;Simulation;Fires;Needles;Telecommunications;Plasmas","","3","","15","IEEE","26 May 2021","11-12 Feb. 2021","11-12 Feb. 2021","IEEE","IEEE Conferences"
"Complex permittivity study of a Pinus Pinaster needle bed on fire","M. Vala; S. Faria; N. Leonor; J. M. Felício; C. Fernandes; C. Salema; R. Caldeirinha","Instituto de Telecomunicações, Leiria, Portugal; Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Polytechnic of Leiria, Leiria, Portugal; Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Polytechnic of Leiria, Leiria, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; Centro de Investigação Naval, Escola Naval, Almada, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; Instituto de Telecomunicações, Leiria, Portugal; Polytechnic of Leiria, Leiria, Portugal",URSI Radio Science Bulletin,"23 Oct 2023","2021","2021","378","14","21","In this paper, a range of complex permittivity values, estimated from a Pinus Pinaster fuel bed on fire is presented. The Fire Dynamics Simulator (FDS) was used to model the fire environment and the Cold Plasma Model (CPM) was applied to evaluate the complex permittivities of such turbulent media. The retrieved values served as input parameters describing the propagation medium, enabling a full-wave analysis based on the Finite-Difference TimeDomain (FDTD) method to evaluate and ascertain the impact of a weakly ionised plasma generated during vegetation combustion on radiowave propagation. Comparisons were obtained against two other methods, namely the Transmission-Line Method (TLM) and the Full-Stack (FS) technique, as a way to reduce the computational time. These analyses yielded attenuation values up to 6 dB for the simulated scenario, in which good agreement among techniques was obtained. Preliminary results clearly indicated that fire may degrade communications in real fire situations.","1024-4530","","10.23919/URSIRSB.2021.10292808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292808","","Permittivity;Mathematical models;Time-domain analysis;Plasmas;Slabs;Dielectrics;Finite difference methods","","1","","15","","23 Oct 2023","Sept. 2021","","URSI","URSI Journals"
"Numerical Study of Critical Velocity of the Airflow in Ventilated Tunnels During Fire Incidents","F. -G. Gionea; D. -M. Burada; A. -M. Georgescu","Department of Hydraulics and Environmental Protection, Technical University of Civil Engineering, Bucharest, Romania; Department of Hydraulics and Environmental Protection, Technical University of Civil Engineering, Bucharest, Romania; Department of Hydraulics and Environmental Protection, Technical University of Civil Engineering, Bucharest, Romania",2021 10th International Conference on ENERGY and ENVIRONMENT (CIEM),"29 Nov 2021","2021","","","1","5","In the event of a fire, in a road tunnel, due to the ventilation system, a layer of smoke and toxic gases may appear in the opposite direction to the ventilation system. In the present study, we used PyroSim, a graphical user interface for the Fire Dynamics Simulator (FDS) to model floor-level fires in a ventilated tunnel with different Heat Release Rate, to continue previous researches of a 1/10 scale experiment, concluding that the smoke layer in the direction of the ventilation system depends more on the technical and geometric characteristics, than on the combustible material. At the same time, when using the horizontal ventilation systems, the height of the tunnel must be taken into account, in order to avoid the formation of smoke layers at low levels, towards its occupants.","","978-1-6654-4584-9","10.1109/CIEM52821.2021.9614748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9614748","Critical velocity;Heat Release Rate;fire security;road tunnels;smoke exhaust","Heating systems;Temperature distribution;Temperature dependence;Gases;Roads;Ethanol;Ventilation","","1","","11","IEEE","29 Nov 2021","14-15 Oct. 2021","14-15 Oct. 2021","IEEE","IEEE Conferences"
"Modelling of Radiowave Propagation Through Small-scale Forest Fire","S. Faria; M. Vala; N. Leonor; J. Felício; C. Fernandes; C. Salema; R. Caldeirinha","Instituto de Telecomunicações, Portugal; Instituto de Telecomunicações, Portugal; Instituto de Telecomunicações, Portugal; Instituto de Telecomunicações, Portugal; Instituto de Telecomunicações, Portugal; Instituto de Telecomunicações, Portugal; Instituto de Telecomunicações, Portugal",2022 3rd URSI Atlantic and Asia Pacific Radio Science Meeting (AT-AP-RASC),"6 Jul 2022","2022","","","1","4","This paper presents an electrical modelling of radiowave propagation in a fire environment. A small-scale forest represented by 8 Pinus Pinaster trees was designed using the Fire Dynamics Simulator (FDS). The excess loss introduced by fire was evaluated using the Cold Plasma Model (CPM) and the Transmission Line Method (TLM), for a 385 MHz plane wave normally incident. Statistical analysis of the estimated overall attenuation is presented, in addition to the minimum and maximum relative permittivity and refractive index values across the measurement volume.","","978-9-4639-6-8058","10.23919/AT-AP-RASC54737.2022.9814376","Foundation for Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9814376","","Temperature measurement;Vegetation mapping;Forestry;Vegetation;Transmission line measurements;Attenuation;Plasmas","","1","","13","","6 Jul 2022","30 May-4 June 2022","30 May-4 June 2022","IEEE","IEEE Conferences"
"Study on application of simulation software in teaching of design on fire protection of buildings","B. Zhang","School of Safety Engineering, China University of Labor Relations, Beijing, China",Fourth International Conference on Computer Science and Educational Informatization (CSEI 2022),"22 Nov 2022","2022","2022","","8","13","Application of the simulation software to the teaching in design on fire protection of buildings is explored in the present study. The main content of the course and the difficulty in teaching are analyzed. The Fire Dynamics Simulator (FDS), which can be used in simulating fire development, smoke propagation and the personnel evacuation process in fire, is adopted in combination with course teaching. Based upon the outline of the design on the fire protection of buildings, three instance analyses are conducted corresponding to three typical sections, including the foundation of the fire protection of buildings, the overall plan arrangement of buildings, and the personnel safety evacuation design. The combination of the simulation results and the teaching contents are discussed in detail.","","978-1-83953-788-2","10.1049/icp.2022.1447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9956982","","","","","","","","22 Nov 2022","16-19 Sept. 2022","16-19 Sept. 2022","IET","IET Conferences"
"Numerical Simulation and Analysis of Different Airflow Velocities in Tunnel Fire under Freeway","C. -S. Lin; J. -P. Hsu","Department of Mechanical Engineering, Yuan Ze University, Taoyuan, Taiwan; Department of Mechanical Engineering, Yuan Ze University, Taoyuan, Taiwan","2017 International Conference on Computer Technology, Electronics and Communication (ICCTEC)","8 Aug 2019","2017","","","41","44","Tunnel has played an important role in the traffic and transportation network. Thanks to the noticeable improvement of computer technology, the simulation of computational fluid dynamics (CFD) has developed rapidly, which has been widely applied in the study of tunnel fire safety design. When the fire starts, people are vulnerable to poisonous and harmful smoke followed by high temperature, so the flow and temperature distribution of smoke must be explored. On this basis, the hazard of smoke and temperature can be analyzed and studied when a tunnel fire happens. The diffusion characteristics of smoke layer during a tunnel fire are obtained at different airflow velocities. Thus, this paper will build an original tunnel model, and employ fire dynamics simulator (FDS) for fire simulation and numeric simulation. Correspondingly, the harms to human being are analyzed while some advices on rescue and escape are put forward to provide the reference for escape and rescue from the tunnel under freeway.","","978-1-5386-5784-3","10.1109/ICCTEC.2017.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8789134","tunnel fire;airflow velocity;critical velocity;backlayering;smoke","Traffic control;Ventilation;Atmospheric modeling;Numerical models;Heating systems;Mathematical model;Computational fluid dynamics","","","","10","IEEE","8 Aug 2019","19-21 Dec. 2017","19-21 Dec. 2017","IEEE","IEEE Conferences"
"Numerical Investigation of Aircraft Impacting Nuclear Power Plant with Different Fuel Loading","Z. Li; X. Zhuo; T. Huang; L. Peng; Z. Zheng; C. Xing; X. Huang","Joint Laboratory of Nuclear Power Plant Fire Safety Institute of Industry Technology, Guangzhou&Chinese Academy of Sciences, Guangzhou, China; State Key Laboratory of Nuclear Power, Safety Monitoring Technology and Equipment China Nuclear Power Engineering Co., Ltd., Shenzhen, China; State Key Laboratory of Nuclear Power, Safety Monitoring Technology and Equipment China Nuclear Power Engineering Co., Ltd., Shenzhen, China; Joint Laboratory of Nuclear Power Plant Fire Safety Institute of Industry Technology, Guangzhou&Chinese Academy of Sciences, Guangzhou, China; Joint Laboratory of Nuclear Power Plant Fire Safety Institute of Industry Technology, Guangzhou&Chinese Academy of Sciences, Guangzhou, China; Joint Laboratory of Nuclear Power Plant Fire Safety Institute of Industry Technology, Guangzhou&Chinese Academy of Sciences, Guangzhou, China; Joint Laboratory of Nuclear Power Plant Fire Safety Institute of Industry Technology, Guangzhou&Chinese Academy of Sciences, Guangzhou, China",2019 9th International Conference on Fire Science and Fire Protection Engineering (ICFSFPE),"6 Apr 2020","2019","","","1","6","The impact of a large commercial aircraft on the nuclear power plant is required in the hazards analysis for nuclear safety since 9/11 events. Fire Dynamics Simulator (FDS) was used to simulate the fireball caused by the impact of a large commercial aircraft on nuclear power plant (NPP). The effect of loading fuel on the fireball behavior was investigated after aircraft crash. Simulated results show as the fuel loading mass increases from 10 tons to 75 tons, the maximum heat release rate (HRR) of fireball increases from 6.46×107 kw to 1.84×108 kw; residual fuel increased from 18% to 43.3% of the total fuel load; lifetime of fireball increases from 13.29 s to 19.66 s; maximum diameters of the fireball increases from 103.54 m to 209.9 m. In order to investigate the reliability of numerical simulations, predicted lifetime and maximum diameter of fireball were compared with the values that calculated by semi-empirical models. Relative errors of the prediction for lifetime and maximum diameter of fireball are approximately 13.1%~26.5% and 12.9%~15.2%, respectively. Evidently, the numerical simulation results have good reliability.","","978-1-7281-5322-3","10.1109/ICFSFPE48751.2019.9055810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9055810","loading fuel mass;aircraft crash;nuclear power plant;fireball;pool fire","","","","","15","IEEE","6 Apr 2020","18-20 Oct. 2019","18-20 Oct. 2019","IEEE","IEEE Conferences"
"Agent-Based Model of Mass Campus Shooting: Comparing Hiding and Moving of Civilians","P. Lu; D. Chen; Y. Li; X. Wang; S. Yu","Department of Sociology, Central South University, Changsha, China; Department of Sociology, Central South University, Changsha, China; Department of Sociology, Central South University, Changsha, China; School of Management and Economics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China",IEEE Transactions on Computational Social Systems,"24 May 2023","2023","10","3","994","1003","The follow-up impact of the campus shooting incident is enormous. Due to a large number of minors (vulnerable groups) and complex building environments, the school is one of the main targets of terrorists. The Sandy Hook Elementary School shooting in 2012 poses a challenge to social and public security. Considering the dichotomous characteristics of the people shot and the impact of the refuge area on the crowd movement in the shooting incident, we use an agent-based model to restore the real target case. Based on the optimal solution, we explore the effects of the number and location of building exits, the scale of the shooter’s attack, and the time to find shelter on the shooting results. For building exits, we found that for the environment in the case, the exit location has little impact on the number of casualties, but the increase in the number of exits provides more evacuation routes for the crowd and reduces the number of casualties. Panic will increase the probability of collision and injury. Hiding in a refuge area away from the shooter is effective to avoid shooting injury. At the same time, we propose the critical point of hiding probability. When it is greater than 40%, the faster the escape speed is, the higher the safety is; escape is more likely to replace avoidance in hiding probability less than 40% of environments. These findings are helpful to guide the building evacuation channel construction and emergency evacuation training.","2329-924X","","10.1109/TCSS.2022.3146966","National Social Science Foundation of China(grant numbers:17ZDA117); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9712865","Agent-based modeling (ABM);campus shooting;civilians","Buildings;Safety;Injuries;Complexity theory;Blood;Sociology;Statistics","","6","","69","IEEE","14 Feb 2022","June 2023","","IEEE","IEEE Journals"
"Real-Time Evacuation Strategy Based on Cell-Inspired Simulation Model","Y. Niu; D. Kong; Y. Zhang; J. Xiao","School of Information Engineering, China University of Geosciences in Beijing, Beijing, China; School of Information Engineering, China University of Geosciences in Beijing, Beijing, China; School of Information Engineering, China University of Geosciences in Beijing, Beijing, China; Research Center of Logistics, Nankai University, Tianjin, China",IEEE Transactions on NanoBioscience,"31 Mar 2021","2021","20","2","202","211","During the evacuation process in an emergency, the route conditions usually change instantaneously, which makes routing selection a challenging work. To describe dynamic changes in the evacuation environment, this work proposes a real-time evacuation strategy based on a comprehensive route constraint in the framework of a cell-inspired simulation model, intelligence decision P system (IDPS). In our model, the comprehensive route constraint is formed to describe more complex road condition information including the total distance, congestion state, and unreliability of the route. Meanwhile, the IDPS model has been further improved in both the knowledge base description and the decision-making ability. Experiments are conducted to simulate five different scenarios in a fire evacuation. The results show that the evacuation strategy with a comprehensive route constraint has a significant improvement in the evacuation efficiency and has higher robustness. Which kind of route condition should be emphasized more in different evacuation scenarios is also analyzed.","1558-2639","","10.1109/TNB.2020.3039992","National Natural Science Foundation of China(grant numbers:61872325,62072258,61772290); Fundamental Research Funds for the Central Universities(grant numbers:2652019028); China Scholarship Council(grant numbers:201806405004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9268134","Evacuation strategy;membrane computing;intelligence decision P system;comprehensive route constraint","Knowledge based systems;Real-time systems;Roads;Decision making;Nanobioscience;Computational modeling;Buildings","Computer Simulation;Emergencies;Humans","4","","31","IEEE","24 Nov 2020","April 2021","","IEEE","IEEE Journals"
"Study on Fire Evolution Simulation of Zoning Strategy for Battery Electric Vehicles in RoPax Ship","Y. Yu; J. Zhang; H. Yin; W. Zhang","Intelligent Transportation Systems Research Center, Wuhan University of Technology, Wuhan, China; State Key Laboratory of Maritime Technology and Safety, Wuhan University of Technology, Wuhan, China; COSCO SHIPPING Specialized Carriers Company Ltd.,, Guangzhou, China; School of Management, Wuhan Textile University, Wuhan, China",IEEE Transactions on Transportation Electrification,"24 Nov 2025","2025","11","6","13287","13297","The transportation of battery electric vehicles (BEVs) on roll-on/roll-off passenger (RoPax) ships has increased rapidly in recent years. However, the rapid combustion of BEV fire incidents in such confined spaces has raised considerable safety concerns. This study proposes a zoning parking strategy for BEVs and internal combustion engine vehicles (ICEVs) to mitigate fire consequences of RoPax vessels. The effectiveness of the proposed strategy is evaluated by comparing the fire dynamic simulation (FDS) results with those under the conventional transportation strategy. First, a solid flame model (SFM) is proposed to streamline the simulation of large-scale, multivehicle fire scenarios aboard RoPax ship. Then, the model is applied to simulate full-scale fire scenarios on RoPax ships to compare the fire consequences under two transportation strategies and analyze critical data, such as fire spread rate, temperature distribution, and thermal radiation intensity. The results show that the zoning strategy can prolong the time for the fire to reach its peak by 46% and maintain a stable fire state for 1100 s. In the zoning parking model, the sequential propagation of fire along the vehicle parking order allows for a clear prediction of its next phase. This study provides technical references for formulating fire emergency response strategies for RoPax ships and contributing to the development of safety and emergency response regulations for the emerging scenarios of electric vehicle transportation.","2332-7782","","10.1109/TTE.2025.3593980","National Natural Science Foundation(grant numbers:52301422); Fund of Guangxi Science and Technology Program(grant numbers:AB23026132); Guangxi Key Research and Development Program; Key Research and Development Program of Guangxi, Zhuang autonomous region(grant numbers:Guike2023AA14003); Innovation Fund from State Key Laboratory of Maritime Technology and Safety(grant numbers:SKL202403); Fund of State Key Laboratory of Maritime Technology and Safety(grant numbers:28-19-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11104127","Battery electric vehicle (BEV);fire dynamics simulation;roll-on/roll-off passenger (RoPax) ship;transportation strategy","Marine vehicles;Transportation;Batteries;Combustion;Electric vehicles;Electrification;Temperature measurement;Heating systems;Fires;Fire safety","","","","55","IEEE","30 Jul 2025","Dec. 2025","","IEEE","IEEE Journals"
"Numerical studies of fire smoke movement and control in typical building based on different boundary configurations","Y. Huang; J. Zhang; S. Luo; S. Wang; S. Zhu; F. Shang; L. Yang","Anhui Province Key Laboratory for Electric Fire and Safety Protection, State Grid Anhui Electric Power Research Institute, Hefei, China; Anhui Province Key Laboratory for Electric Fire and Safety Protection, State Grid Anhui Electric Power Research Institute, Hefei, China; State Grid Anhui Electric Power Co.,Ltd, Hefei, China; State Grid Anhui Electric Power Co.,Ltd, Hefei, China; State Grid Anhui Electric Power Research Institute, Hefei, China; Anhui Province Key Laboratory for Electric Fire and Safety Protection, State Grid Anhui Electric Power Research Institute, Hefei, China; State Key Laboratory of Fire Science, University of Science and Technology of China, Hefei, China",2021 6th Asia Conference on Power and Electrical Engineering (ACPEE),"24 May 2021","2021","","","1207","1215","As an important structure connecting rooms and atrium in large shopping malls, corridors have a huge impact on smoke movement but are rarely mentioned in previous studies. The purpose of this study is to investigate the impact of changes in the corridor’s physical boundary (corridor width and keep stand height) on the development of fire within a typical room-corridor-atrium model. A series of cases were carried out numerically by using Fire Dynamic Simulator (FDS).The result shows that: the keep stand height has a huge effect on the smoke migration path, asymmetric distribution of temperature, and the mass flow rate. With a certain heat release rate, a critical width was found to determine the maximum value of the temperature and spill plume of the atrium. Based on the above analyses, some smoke control measures were put forward and discussed. It indicates that the exhaust vent position and the keep stand height should better be given position 3 and non-dimensional height with 0.375 respectively. Besides, the keep stand was also introduced into Poreh’s spill plume model to verify the relationship between mass flow rates and keep stand height, the modified model shows a good linear relationship.","","978-1-7281-9159-1","10.1109/ACPEE51499.2021.9436894","Science and Technology Project of State Grid; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9436894","Building fire;Physical boundary;Fire smoke movement;Smoke and heat exhaust system;Fire dynamic simulator","Temperature measurement;Temperature distribution;Computational modeling;Fluid dynamics;Vents;Buildings;Predictive models","","","","28","IEEE","24 May 2021","8-11 April 2021","8-11 April 2021","IEEE","IEEE Conferences"
"Safety Evacuation Measures in Urban Subway Fire","T. Jialei; W. Tong; C. Ya; B. Guang","Beijing Municipal Institute of Labour Protection, Civil & Environment Engineering school, University of Science and Technology Beijing, Beijing, P.R. China; Beijing Municipal Institute of Labour Protection, Beijing, P.R. China; Beijing Municipal Institute of Labour Protection, Beijing, P.R. China; Beijing Municipal Institute of Labour Protection, Beijing, P.R. China",2009 Second International Conference on Intelligent Computation Technology and Automation,"16 Oct 2009","2009","4","","422","425","The emergency incidents in urban subway system were analyzed. The main incident of emergency incidents was gained, then the reason of main emergency incident was analyzed. The different smoke control and evacuation modes were discussed, then the best smoke control and evacuation mode were obtained. Smoke spread at platform was simulated by FDS+EVAC. The relation of soot density, extinction coefficient and evacuation speed have liner relationship. The main influence factors of evacuation time were analyzed. The simulation results indicate that the existence of automatic fare gates of metro reduces the efficiency of evacuation. The evacuation time of no automatic fare gate is longer than evacuation time of automatic fare gate around 40%.","","978-0-7695-3804-4","10.1109/ICICTA.2009.817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5288315","safety evacuation;urban subway system;emergency incident;fire;smoke control","Fires;Protection;Road accidents;Rails;Automatic control;Vehicle safety;Transportation;Hazards;Signal analysis;Security","","1","1","20","IEEE","16 Oct 2009","10-11 Oct. 2009","10-11 Oct. 2009","IEEE","IEEE Conferences"
"Design and Implementation of Autonomous Fire Suppression System with AI-Guided Aiming Sprinklers and Evacuation Guidance for Smart Building Applications","A. R. Ramadhan; Widyasmoro; M. Y. Berliandhi; A. Diastyanto","Department of Electrical Engineering, Faculty of Engineering, Muhammadiyah University of Yogyakarta, Yogyakarta, Indonesia; Department of Electrical Engineering, Faculty of Engineering, Muhammadiyah University of Yogyakarta, Yogyakarta, Indonesia; Department of Electrical Engineering, Faculty of Engineering, Muhammadiyah University of Yogyakarta, Yogyakarta, Indonesia; Department of Electrical Engineering, Faculty of Engineering, Muhammadiyah University of Yogyakarta, Yogyakarta, Indonesia",2025 5th International Conference on Electronic and Electrical Engineering and Intelligent System (ICE3IS),"16 Dec 2025","2025","","","460","465","Fire hazards in multi-story buildings are one of the most dangerous incidents that can cause significant material and human casualties. This study aims to design and build a fire suppression system equipped with automatic aiming sprinklers and an evacuation guidance system based on Internet of Things (IoT) technology. The system integrates fire detection sensors, cameras, audio, and visual indicators connected to a web-based monitoring platform called IgnisCore. The hardware uses ESP32 microcontrollers, fire sensors, smoke sensors, temperature sensors, a webcam, and servo-controlled sprinklers. At the same time, the software consists of object detection using YOLO algorithms, developed using Visual Studio Code, OpenCV, and Python, with hardware control programmed through Arduino IDE. The test results show that the system successfully detects fire conditions through five logic scenarios: Normal, Sensor Detection, Camera Detection, Confirmed Fire, and Multisensor Detection. The automatic aiming sprinkler responds according to the location of the fire detected by the camera, while evacuation guidance is provided through LED indicator lights and an audio evacuation message via speaker. Quantitatively, the system achieved accurate fire suppression targeting with an average spray distance of up to 5 meters and successfully activated evacuation indicators in $\mathbf{1 0 0 \%}$ confirmed fire test scenarios. This integrated system is expected to improve the safety of building occupants by providing faster and more accurate fire responses and evacuation directions.","","979-8-3315-8523-5","10.1109/ICE3IS66769.2025.11281372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11281372","Fire suppression system;Automatic aiming sprinkler;Internet of Things;Fire evacuation system;Object detection","Temperature sensors;Meters;Visualization;Accuracy;Smart buildings;Light emitting diodes;Sensor systems;Sensors;Internet of Things;Servomotors","","","","13","IEEE","16 Dec 2025","6-7 Aug. 2025","6-7 Aug. 2025","IEEE","IEEE Conferences"
